episode,avg_reward
100000,-0.05531000000000047
200000,-0.05122749999999952
300000,-0.0489733333333326
400000,-0.04817250000000048
500000,-0.04878200000000085
600000,-0.04749000000000013
700000,-0.04765642857142957
800000,-0.048305000000000785
900000,-0.04799666666666682
1000000,-0.047492000000000166
1100000,-0.047495000000000454
1200000,-0.04688541666666673
1300000,-0.04658730769230764
1400000,-0.04635678571428562
1500000,-0.04652866666666621
1600000,-0.046273749999999524
1700000,-0.04591735294117545
1800000,-0.04570749999999929
1900000,-0.04557657894736823
2000000,-0.045523500000000244
2100000,-0.045557380952380835
2200000,-0.04557454545454563
2300000,-0.04547565217391336
2400000,-0.045228749999999665
2500000,-0.04533160000000147
2600000,-0.045307115384616285
2700000,-0.045190000000000966
2800000,-0.04517892857142836
2900000,-0.045115000000001584
3000000,-0.044941166666666976
3100000,-0.04501354838709703
3200000,-0.045075625000000334
3300000,-0.04509196969696972
3400000,-0.04518147058823554
3500000,-0.04521742857142791
3600000,-0.04530805555555498
3700000,-0.04524986486486438
3800000,-0.04520460526315715
3900000,-0.045218974358973645
4000000,-0.045149874999998535
4100000,-0.04506060975609599
4200000,-0.04510261904761691
4300000,-0.044926511627904946
4400000,-0.045001363636361674
4500000,-0.04495777777777512
4600000,-0.04496315217391156
4700000,-0.04498372340425506
4800000,-0.04498291666666605
4900000,-0.04490204081632535
5000000,-0.044894699999997956
5100000,-0.04481176470587984
5200000,-0.044787115384613496
5300000,-0.04470066037735646
5400000,-0.04458009259258955
5500000,-0.044524545454542035
5600000,-0.04451124999999691
5700000,-0.044514912280699426
5800000,-0.04460258620689266
5900000,-0.0445505932203347
6000000,-0.04456924999999472
6100000,-0.044551147540978615
6200000,-0.04448983870967229
6300000,-0.044598968253963596
6400000,-0.044551015624995104
6500000,-0.044605846153841826
6600000,-0.044682121212116385
6700000,-0.04467492537313054
6800000,-0.04461794117646693
6900000,-0.04456920289854689
7000000,-0.044634214285709954
7100000,-0.04462035211267127
7200000,-0.044628263888883635
7300000,-0.04469568493150182
7400000,-0.04473155405404883
7500000,-0.044725133333327664
7600000,-0.04468460526315189
7700000,-0.044665519480513824
7800000,-0.044655897435892836
7900000,-0.04473778481012152
8000000,-0.044740624999995454
8100000,-0.04470654320987142
8200000,-0.0447348170731654
8300000,-0.044708855421681036
8400000,-0.044747619047613194
8500000,-0.04475158823528745
8600000,-0.04474901162790099
8700000,-0.044761896551718056
8800000,-0.044760284090903865
8900000,-0.044755898876398886
9000000,-0.04467633333332757
9100000,-0.04472379120878519
9200000,-0.044711684782602526
9300000,-0.04477731182795136
9400000,-0.04478941489361147
9500000,-0.04468878947367879
9600000,-0.04469890624999446
9700000,-0.044656752577314635
9800000,-0.044646989795913465
9900000,-0.0446560101010047
10000000,-0.04466779999999448
