episode,avg_reward
100,-0.12000000000000001
200,-0.19749999999999995
300,-0.21
400,-0.20374999999999993
500,-0.17899999999999983
600,-0.17499999999999988
700,-0.19428571428571412
800,-0.15999999999999984
900,-0.1766666666666665
1000,-0.1879999999999998
1100,-0.18909090909090895
1200,-0.17083333333333317
1300,-0.1730769230769229
1400,-0.18107142857142858
1500,-0.17799999999999996
1600,-0.16812499999999997
1700,-0.15823529411764697
1800,-0.15305555555555542
1900,-0.15921052631578939
2000,-0.15300000000000002
2100,-0.14571428571428563
2200,-0.13795454545454544
2300,-0.13760869565217385
2400,-0.1335416666666666
2500,-0.12719999999999995
2600,-0.12980769230769232
2700,-0.13462962962962963
2800,-0.13535714285714298
2900,-0.1386206896551726
3000,-0.1355000000000002
3100,-0.13822580645161306
3200,-0.13109375000000023
3300,-0.13257575757575793
3400,-0.13117647058823562
3500,-0.13114285714285745
3600,-0.13000000000000037
3700,-0.12824324324324357
3800,-0.12671052631578983
3900,-0.11935897435897473
4000,-0.11900000000000038
4100,-0.1193902439024394
4200,-0.12107142857142893
4300,-0.12011627906976777
4400,-0.12079545454545489
4500,-0.12477777777777813
4600,-0.12500000000000033
4700,-0.12372340425531948
4800,-0.12156250000000038
4900,-0.1168367346938779
5000,-0.11610000000000033
5100,-0.11607843137254935
5200,-0.11836538461538494
5300,-0.11783018867924556
5400,-0.11814814814814847
5500,-0.11436363636363672
5600,-0.11401785714285749
5700,-0.11508771929824599
5800,-0.11439655172413832
5900,-0.11381355932203428
6000,-0.11500000000000035
6100,-0.11688524590163964
6200,-0.11620967741935509
6300,-0.11452380952380975
6400,-0.11367187500000027
6500,-0.11169230769230802
6600,-0.11113636363636396
6700,-0.10917910447761227
6800,-0.10705882352941204
6900,-0.1051449275362322
7000,-0.10307142857142886
7100,-0.10500000000000029
7200,-0.10701388888888919
7300,-0.1071917808219181
7400,-0.10763513513513538
7500,-0.10900000000000024
7600,-0.1078289473684213
7700,-0.10941558441558465
7800,-0.11076923076923097
7900,-0.10981012658227873
8000,-0.10931250000000027
8100,-0.10820987654321018
8200,-0.10701219512195156
8300,-0.1068072289156629
8400,-0.10767857142857161
8500,-0.10717647058823544
8600,-0.1063953488372094
8700,-0.10545977011494256
8800,-0.10556818181818184
8900,-0.10556179775280894
9000,-0.10622222222222218
9100,-0.10681318681318677
9200,-0.10565217391304335
9300,-0.10526881720430091
9400,-0.10510638297872321
9500,-0.10552631578947354
9600,-0.1018229166666665
9700,-0.10067010309278333
9800,-0.10117346938775494
9900,-0.10050505050505035
10000,-0.10139999999999987
