episode,avg_reward
10,-0.5555555555555556
20,-0.6842105263157895
30,-0.5172413793103448
40,-0.28205128205128194
50,-0.35714285714285704
60,-0.36440677966101676
70,-0.3695652173913041
80,-0.322784810126582
90,-0.3089887640449435
100,-0.2979797979797977
110,-0.27981651376146754
120,-0.2731092436974787
130,-0.27519379844961206
140,-0.2697841726618702
150,-0.2583892617449661
160,-0.24842767295597454
170,-0.25443786982248495
180,-0.26815642458100536
190,-0.2936507936507934
200,-0.2763819095477384
210,-0.28229665071770305
220,-0.2876712328767121
230,-0.3100436681222705
240,-0.30543933054393285
250,-0.2911646586345379
260,-0.27606177606177584
270,-0.2806691449814125
280,-0.27598566308243705
290,-0.2785467128027679
300,-0.2591973244147153
310,-0.275080906148867
320,-0.28526645768025044
330,-0.2887537993920969
340,-0.2846607669616517
350,-0.27936962750716304
360,-0.27576601671309176
370,-0.27371273712737115
380,-0.28100263852242735
390,-0.2892030848329048
400,-0.29699248120300753
410,-0.2946210268948656
420,-0.2947494033412888
430,-0.29020979020979015
440,-0.29271070615034156
450,-0.299554565701559
460,-0.30392156862745096
470,-0.29744136460554377
480,-0.28705636743215035
490,-0.29141104294478537
500,-0.28356713426853714
510,-0.2848722986247545
520,-0.29094412331406555
530,-0.28922495274102084
540,-0.29684601113172543
550,-0.29143897996357016
560,-0.2889087656529517
570,-0.29086115992970124
580,-0.2936096718480138
590,-0.28862478777589134
600,-0.2938230383973288
610,-0.29392446633825947
620,-0.2915993537964459
630,-0.294912559618442
640,-0.3028169014084507
650,-0.30431432973805855
660,-0.3042488619119878
670,-0.30119581464872935
680,-0.29675994108983783
690,-0.2895500725689403
700,-0.28969957081545034
710,-0.28702397743300406
720,-0.27955493741307363
730,-0.28120713305898487
740,-0.2821380243572395
750,-0.2837116154873164
760,-0.2878787878787879
770,-0.2802340702210664
780,-0.2766367137355585
790,-0.2756653992395438
800,-0.27471839799749703
810,-0.2762669962917184
820,-0.2741147741147743
830,-0.27080820265379996
840,-0.2723480333730634
850,-0.27502944640753846
860,-0.2735739231664729
870,-0.27272727272727293
880,-0.27417519908987503
890,-0.2710911136107988
900,-0.2691879866518356
910,-0.2695269526952698
920,-0.2693144722524486
930,-0.26964477933261605
940,-0.26837060702875437
950,-0.26765015806111736
960,-0.26485922836287845
970,-0.26934984520123884
980,-0.2717058222676204
990,-0.27502527805864546
1000,-0.2742742742742746
