episode,avg_reward
10,-0.19999999999999998
20,-0.09999999999999999
30,-0.11666666666666667
40,-0.037500000000000006
50,-0.14999999999999997
60,-0.0833333333333333
70,-0.057142857142857106
80,-0.08749999999999997
90,-0.055555555555555525
100,-0.11999999999999998
110,-0.14545454545454545
120,-0.15833333333333335
130,-0.12692307692307694
140,-0.1035714285714286
150,-0.15000000000000002
160,-0.16562500000000002
170,-0.13235294117647062
180,-0.16944444444444448
190,-0.1605263157894737
200,-0.15750000000000008
210,-0.19761904761904772
220,-0.20681818181818193
230,-0.21521739130434794
240,-0.19791666666666677
250,-0.1900000000000001
260,-0.18269230769230782
270,-0.18333333333333343
280,-0.18750000000000008
290,-0.19482758620689664
300,-0.18166666666666673
310,-0.18870967741935485
320,-0.17343750000000002
330,-0.1712121212121212
340,-0.1808823529411765
350,-0.16571428571428576
360,-0.175
370,-0.17567567567567566
380,-0.181578947368421
390,-0.19743589743589735
400,-0.20749999999999988
410,-0.21097560975609747
420,-0.20595238095238083
430,-0.1953488372093022
440,-0.2022727272727272
450,-0.21111111111111103
460,-0.21739130434782608
470,-0.23191489361702125
480,-0.23333333333333328
490,-0.23265306122448978
500,-0.228
510,-0.2274509803921569
520,-0.22692307692307692
530,-0.21320754716981133
540,-0.2092592592592593
550,-0.21454545454545462
560,-0.20982142857142863
570,-0.20789473684210533
580,-0.21465517241379314
590,-0.2059322033898306
600,-0.19583333333333341
610,-0.20081967213114763
620,-0.2008064516129033
630,-0.1936507936507937
640,-0.1953125000000001
650,-0.1938461538461539
660,-0.18939393939393945
670,-0.17761194029850755
680,-0.17794117647058832
690,-0.17826086956521747
700,-0.17785714285714294
710,-0.17394366197183103
720,-0.17638888888888896
730,-0.16849315068493156
740,-0.17432432432432438
750,-0.18133333333333337
760,-0.1743421052631579
770,-0.17077922077922075
780,-0.17371794871794874
790,-0.17721518987341775
800,-0.18249999999999997
810,-0.18148148148148147
820,-0.18353658536585363
830,-0.17831325301204815
840,-0.1809523809523809
850,-0.18705882352941172
860,-0.18662790697674417
870,-0.18908045977011498
880,-0.18920454545454551
890,-0.1870786516853933
900,-0.18666666666666673
910,-0.1862637362637363
920,-0.18369565217391307
930,-0.18548387096774197
940,-0.18297872340425533
950,-0.1842105263157895
960,-0.17812500000000003
970,-0.1814432989690722
980,-0.17755102040816328
990,-0.17575757575757575
1000,-0.174
