episode,avg_reward
100000,-0.0363800000000003
200000,-0.03250000000000046
300000,-0.031451666666666656
400000,-0.030734999999999783
500000,-0.03013399999999969
600000,-0.02879833333333354
700000,-0.02866000000000008
800000,-0.028560624999999444
900000,-0.028193333333333518
1000000,-0.027791000000000007
1100000,-0.027593636363636022
1200000,-0.027249583333333192
1300000,-0.027287307692308044
1400000,-0.027161071428572364
1500000,-0.02707566666666753
1600000,-0.027103750000001186
1700000,-0.026849117647059797
1800000,-0.026395833333334357
1900000,-0.026350526315790313
2000000,-0.026405000000001
2100000,-0.02657833333333391
2200000,-0.02665090909090952
2300000,-0.026257826086957287
2400000,-0.02593041666666727
2500000,-0.025911599999999715
2600000,-0.026189038461537577
2700000,-0.026027222222222045
2800000,-0.02606714285714322
2900000,-0.025889310344827544
3000000,-0.025771166666667105
3100000,-0.02570032258064541
3200000,-0.025811406250000352
3300000,-0.02571212121212166
3400000,-0.025657500000000277
3500000,-0.025503714285714258
3600000,-0.025494722222222207
3700000,-0.02549337837837838
3800000,-0.025550657894736768
3900000,-0.025502435897435737
4000000,-0.025486624999999687
4100000,-0.025382439024390212
4200000,-0.025297261904761854
4300000,-0.025328953488372313
4400000,-0.025343977272727476
4500000,-0.025320555555555416
4600000,-0.025331304347826166
4700000,-0.025366276595744513
4800000,-0.025196979166666016
4900000,-0.025095306122448677
5000000,-0.025057899999999748
5100000,-0.025079607843136842
5200000,-0.025166442307692053
5300000,-0.025164811320754706
5400000,-0.025145555555555393
5500000,-0.025160909090908627
5600000,-0.025186607142856584
5700000,-0.025177543859648766
5800000,-0.02526499999999969
5900000,-0.02526076271186455
6000000,-0.02518074999999983
6100000,-0.02515836065573746
6200000,-0.02518959677419334
6300000,-0.02506769841269799
6400000,-0.025117421874999286
6500000,-0.025119384615384144
6600000,-0.02514939393939331
6700000,-0.02524402985074513
6800000,-0.025211985294116168
6900000,-0.02526739130434686
7000000,-0.0251613571428558
7100000,-0.025188591549294728
7200000,-0.02522034722222161
7300000,-0.025174041095888944
7400000,-0.02524121621621432
7500000,-0.025290399999997847
7600000,-0.02531473684210282
7700000,-0.025295194805192295
7800000,-0.025318333333331097
7900000,-0.025321645569617718
8000000,-0.025393999999997665
8100000,-0.025371481481479045
8200000,-0.02541792682926575
8300000,-0.025444036144575386
8400000,-0.025411904761902006
8500000,-0.02544588235293835
8600000,-0.025402732558136458
8700000,-0.025435459770111277
8800000,-0.02541715909090508
8900000,-0.0253909550561758
9000000,-0.0253718888888852
9100000,-0.02531098901098483
9200000,-0.025339999999995522
9300000,-0.025351451612898385
9400000,-0.025407712765952495
9500000,-0.025447631578942323
9600000,-0.025444999999995634
9700000,-0.02550515463917107
9800000,-0.025572397959179868
9900000,-0.025581313131309343
10000000,-0.025594599999995915
