episode,avg_reward
100,-0.31499999999999984
200,-0.18249999999999994
300,-0.19166666666666662
400,-0.23000000000000018
500,-0.1840000000000001
600,-0.21000000000000005
700,-0.21000000000000002
800,-0.21312500000000006
900,-0.21833333333333335
1000,-0.21749999999999986
1100,-0.21727272727272706
1200,-0.21249999999999986
1300,-0.21538461538461517
1400,-0.21464285714285694
1500,-0.21099999999999974
1600,-0.2028124999999997
1700,-0.20558823529411743
1800,-0.20083333333333314
1900,-0.20131578947368411
2000,-0.19399999999999978
2100,-0.18880952380952362
2200,-0.18863636363636338
2300,-0.19630434782608677
2400,-0.17875000000000002
2500,-0.17620000000000008
2600,-0.1676923076923076
2700,-0.16314814814814801
2800,-0.1635714285714285
2900,-0.1675862068965516
3000,-0.1629999999999998
3100,-0.15919354838709646
3200,-0.1545312499999997
3300,-0.1507575757575756
3400,-0.14779411764705874
3500,-0.14414285714285704
3600,-0.1405555555555555
3700,-0.13499999999999984
3800,-0.13513157894736819
3900,-0.13576923076923056
4000,-0.13437499999999986
4100,-0.13256097560975602
4200,-0.12904761904761897
4300,-0.1279069767441859
4400,-0.13056818181818156
4500,-0.12911111111111084
4600,-0.12858695652173893
4700,-0.13117021276595717
4800,-0.1323958333333332
4900,-0.12918367346938778
5000,-0.12369999999999999
5100,-0.12441176470588243
5200,-0.1211538461538462
5300,-0.12141509433962276
5400,-0.11861111111111124
5500,-0.11863636363636378
5600,-0.11776785714285738
5700,-0.1190350877192985
5800,-0.11887931034482785
5900,-0.1200000000000003
6000,-0.11683333333333366
6100,-0.114754098360656
6200,-0.11443548387096794
6300,-0.1132539682539684
6400,-0.11375000000000013
6500,-0.11361538461538476
6600,-0.11484848484848505
6700,-0.1128358208955226
6800,-0.11139705882352964
6900,-0.11224637681159441
7000,-0.11385714285714305
7100,-0.1121126760563382
7200,-0.11180555555555571
7300,-0.11191780821917822
7400,-0.11459459459459476
7500,-0.11333333333333342
7600,-0.1128947368421054
7700,-0.11181818181818191
7800,-0.11262820512820523
7900,-0.10962025316455706
8000,-0.10962500000000003
8100,-0.10962962962962966
8200,-0.10957317073170744
8300,-0.1095783132530122
8400,-0.10779761904761924
8500,-0.10776470588235312
8600,-0.10610465116279084
8700,-0.1043103448275863
8800,-0.1047727272727274
8900,-0.10376404494382035
9000,-0.10172222222222242
9100,-0.10313186813186832
9200,-0.10250000000000019
9300,-0.1019892473118281
9400,-0.10250000000000015
9500,-0.10310526315789488
9600,-0.10223958333333347
9700,-0.1006701030927836
9800,-0.09984693877551032
9900,-0.1005555555555557
10000,-0.09910000000000012
