episode,avg_reward
100,-0.42000000000000004
200,-0.2750000000000001
300,-0.24333333333333343
400,-0.22750000000000004
500,-0.19900000000000015
600,-0.20083333333333345
700,-0.18928571428571428
800,-0.2081250000000001
900,-0.21388888888888907
1000,-0.19750000000000037
1100,-0.20636363636363658
1200,-0.19000000000000034
1300,-0.19730769230769263
1400,-0.20464285714285746
1500,-0.19633333333333375
1600,-0.1812500000000004
1700,-0.17617647058823574
1800,-0.18083333333333376
1900,-0.18473684210526342
2000,-0.18125000000000024
2100,-0.17571428571428582
2200,-0.17840909090909085
2300,-0.1858695652173912
2400,-0.17854166666666654
2500,-0.17379999999999976
2600,-0.16403846153846138
2700,-0.1622222222222221
2800,-0.15964285714285714
2900,-0.15965517241379304
3000,-0.15733333333333324
3100,-0.15709677419354848
3200,-0.15046874999999998
3300,-0.15151515151515152
3400,-0.1501470588235295
3500,-0.14828571428571424
3600,-0.14930555555555533
3700,-0.1493243243243241
3800,-0.15105263157894727
3900,-0.14999999999999972
4000,-0.1453749999999998
4100,-0.14170731707317052
4200,-0.14226190476190448
4300,-0.14220930232558118
4400,-0.147272727272727
4500,-0.14644444444444418
4600,-0.1493478260869563
4700,-0.1499999999999998
4800,-0.15041666666666648
4900,-0.1488775510204081
5000,-0.14609999999999979
5100,-0.14558823529411746
5200,-0.146153846153846
5300,-0.14169811320754713
5400,-0.14370370370370378
5500,-0.1416363636363637
5600,-0.1411607142857143
5700,-0.1421052631578948
5800,-0.14525862068965525
5900,-0.14483050847457635
6000,-0.14458333333333348
6100,-0.14409836065573792
6200,-0.14322580645161306
6300,-0.14063492063492078
6400,-0.1408593750000001
6500,-0.13784615384615398
6600,-0.13681818181818184
6700,-0.13529850746268665
6800,-0.1340441176470589
6900,-0.13413043478260883
7000,-0.13214285714285734
7100,-0.12978873239436636
7200,-0.1280555555555557
7300,-0.12767123287671253
7400,-0.12777027027027052
7500,-0.1254000000000003
7600,-0.12690789473684225
7700,-0.12428571428571432
7800,-0.12147435897435901
7900,-0.12183544303797471
8000,-0.12224999999999996
8100,-0.12135802469135802
8200,-0.11932926829268294
8300,-0.12
8400,-0.1198809523809524
8500,-0.11882352941176466
8600,-0.12052325581395343
8700,-0.11862068965517233
8800,-0.11852272727272728
8900,-0.11814606741573036
9000,-0.11766666666666667
9100,-0.11769230769230776
9200,-0.1191304347826088
9300,-0.11731182795698938
9400,-0.1204255319148937
9500,-0.12031578947368429
9600,-0.11812499999999995
9700,-0.11762886597938141
9800,-0.11693877551020397
9900,-0.11676767676767667
10000,-0.11564999999999995
