episode,avg_reward
100,-0.19
200,-0.235
300,-0.25000000000000006
400,-0.22124999999999978
500,-0.19599999999999998
600,-0.20583333333333337
700,-0.19642857142857134
800,-0.1899999999999998
900,-0.1955555555555553
1000,-0.19549999999999967
1100,-0.19681818181818148
1200,-0.2012499999999996
1300,-0.2026923076923073
1400,-0.20535714285714254
1500,-0.19933333333333322
1600,-0.20374999999999988
1700,-0.18676470588235283
1800,-0.17694444444444435
1900,-0.17131578947368403
2000,-0.16949999999999982
2100,-0.16499999999999979
2200,-0.16249999999999992
2300,-0.1721739130434782
2400,-0.170625
2500,-0.17259999999999998
2600,-0.1642307692307691
2700,-0.1601851851851851
2800,-0.16160714285714278
2900,-0.16241379310344806
3000,-0.1574999999999998
3100,-0.15774193548387078
3200,-0.15749999999999986
3300,-0.15545454545454526
3400,-0.15073529411764677
3500,-0.15299999999999978
3600,-0.1504166666666664
3700,-0.14743243243243215
3800,-0.14986842105263135
3900,-0.14782051282051265
4000,-0.1483749999999999
4100,-0.14512195121951213
4200,-0.13999999999999987
4300,-0.13837209302325573
4400,-0.1328409090909088
4500,-0.12899999999999967
4600,-0.12847826086956482
4700,-0.1294680851063826
4800,-0.1313541666666664
4900,-0.13071428571428542
5000,-0.13339999999999969
5100,-0.13401960784313688
5200,-0.13509615384615334
5300,-0.13603773584905612
5400,-0.1342592592592588
5500,-0.13090909090909048
5600,-0.12991071428571396
5700,-0.12929824561403497
5800,-0.13224137931034471
5900,-0.1294067796610167
6000,-0.12791666666666626
6100,-0.1265573770491799
6200,-0.1258870967741931
6300,-0.12420634920634883
6400,-0.12359374999999956
6500,-0.12123076923076882
6600,-0.12219696969696929
6700,-0.12350746268656677
6800,-0.12338235294117614
6900,-0.12202898550724606
7000,-0.12099999999999965
7100,-0.11908450704225317
7200,-0.12111111111111073
7300,-0.11910958904109549
7400,-0.11743243243243204
7500,-0.11653333333333302
7600,-0.11690789473684178
7700,-0.11551948051948017
7800,-0.11512820512820476
7900,-0.1129113924050629
8000,-0.11206249999999963
8100,-0.1120370370370366
8200,-0.11060975609756059
8300,-0.1118674698795177
8400,-0.11279761904761867
8500,-0.11288235294117618
8600,-0.11290697674418573
8700,-0.11172413793103424
8800,-0.11176136363636331
8900,-0.11241573033707834
9000,-0.1122777777777775
9100,-0.11318681318681294
9200,-0.1127173913043476
9300,-0.1118817204301073
9400,-0.11069148936170184
9500,-0.109473684210526
9600,-0.10989583333333304
9700,-0.10922680412371095
9800,-0.1102040816326527
9900,-0.1104545454545451
10000,-0.11064999999999968
