episode,avg_reward
10,0.3333333333333333
20,-0.1578947368421053
30,-0.1724137931034483
40,-0.3333333333333333
50,-0.2551020408163265
60,-0.211864406779661
70,-0.2681159420289855
80,-0.20253164556962022
90,-0.24719101123595502
100,-0.28282828282828276
110,-0.29357798165137605
120,-0.28571428571428564
130,-0.2945736434108526
140,-0.28776978417266186
150,-0.28187919463087246
160,-0.26415094339622636
170,-0.2337278106508875
180,-0.22625698324022342
190,-0.21164021164021163
200,-0.22864321608040197
210,-0.2464114832535885
220,-0.24200913242009128
230,-0.24017467248908295
240,-0.24686192468619242
250,-0.22088353413654613
260,-0.21235521235521226
270,-0.20817843866170993
280,-0.21505376344086008
290,-0.2214532871972317
300,-0.21237458193979925
310,-0.22653721682847885
320,-0.22570532915360492
330,-0.24316109422492393
340,-0.24778761061946894
350,-0.2435530085959885
360,-0.24512534818941498
370,-0.23712737127371267
380,-0.23614775725593667
390,-0.23393316195372746
400,-0.23684210526315783
410,-0.22982885085574564
420,-0.22911694510739847
430,-0.23776223776223768
440,-0.22209567198177674
450,-0.21937639198218264
460,-0.22766884531590414
470,-0.22707889125799574
480,-0.22964509394572022
490,-0.22494887525562365
500,-0.22845691382765523
510,-0.22102161100196457
520,-0.21194605009633904
530,-0.21928166351606804
540,-0.22448979591836735
550,-0.2167577413479053
560,-0.22003577817531306
570,-0.2231985940246045
580,-0.21934369602763382
590,-0.2190152801358234
600,-0.2237061769616026
610,-0.22577996715927745
620,-0.22859450726978997
630,-0.22972972972972974
640,-0.2300469483568075
650,-0.2311248073959938
660,-0.22761760242792106
670,-0.2197309417040359
680,-0.2164948453608248
690,-0.20972423802612492
700,-0.20672389127324756
710,-0.2094499294781383
720,-0.20792767732962453
730,-0.21330589849108372
740,-0.20635994587280115
750,-0.19759679572763694
760,-0.19631093544137032
770,-0.19830949284785443
780,-0.20346598202824143
790,-0.19581749049429664
800,-0.19211514392991244
810,-0.19221260815822006
820,-0.1971916971916972
830,-0.1948130277442702
840,-0.1972586412395709
850,-0.19199057714958773
860,-0.19208381839348077
870,-0.19677790563866512
880,-0.19226393629124008
890,-0.19797525309336336
900,-0.20355951056729701
910,-0.20792079207920794
920,-0.2013057671381937
930,-0.2012917115177611
940,-0.20447284345047928
950,-0.2075869336143309
960,-0.20750782064650683
970,-0.2048503611971105
980,-0.2012257405515833
990,-0.20171890798786654
1000,-0.2007007007007007
